Identifiant;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Etat;Theme;Style;Catégorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Mention Gratuit;Mention Payant;Tarif Général;Tarif réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Durée;Mention Complet;Mention Accessible Handicap;Lien Billeterie;Liens Vidéo;Liens Son;Liens Dossiers De Presse;Tags;Groupes;Titre Libre;Texte Libre Court;Texte Libre Long;Groupes Organismes;Nombres Participants;Nombre Exposants;URL Agenda Ouest-France;Groupes Ident;Groupes Organismes Ident;Langues;Langues Ident;Thematiques;Thematiques Ident;Categorie age;Categorie age Ident
6415392;Formation, vie scolaire, concours;32;35/Saint-Lunaire;Association des secouristes de la Côte d'Emeraude;Association;295816;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Formation aux gestes de premiers secours PSC1;Organisateur : Association des secouristes de la Côte d'Émeraude.;Venez apprendre les gestes qui sauvent. Durée de la formation, 1 journée. L'ASCE propose deux formations PSC1 par semaine pendant tous l'été. Choississez la journée qui convient, le lundi, à Saint-Lunaire ou le vendredi, à Dinard, à l'ENS. Autres dates sur secourisme35.com. À partir de 10 ans.;Lundi 5 août, 8h45 à 12h et 13h30 à 17h, à la salle Jean-Rochefort, boulevard du Cap-Hornier, Saint-Lunaire. Payant. Contact et réservation : 02 99 46 27 63, asce@wanadoo.fr;Saint-Lunaire;35;35287;35800;48.63332, -2.10794;2019-01-17;2019-08-05;;;;;2019-08-05;2019-08-05;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6415392/_1.jpg;formation PSC 1;ASCE;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-lunaire-35287/agenda/formation-aux-gestes-de-premiers-secours-psc1_6415392;;;Français;fr_FR;;;;
6415353;Formation, vie scolaire, concours;32;35/Dinard;Association des secouristes de la Côte d'Emeraude;Association;295816;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Formation aux gestes de premiers secours PSC1;Organisateur : Association des secouristes de la Côte d'Émeraude.;Venez apprendre les gestes qui sauvent. Durée de la formation : 1 journée. L'ASCE propose deux formations PSC1 par semaine pendant tous l'été. Choississez la journée qui vous convient, le lundi, à Saint-Lunaire ou le vendredi, à Dinard, à l'ENS. Autres dates, secourisme35.com. À partir de 10 ans.;Vendredi 26 juillet, 8h45 à 12h et 13h30 à 17h, à l'École nationale de sauvetage, plage du Port-Blanc, Dinard. Payant. Contact et réservation : 02 99 46 27 63, asce@wanadoo.fr;Dinard;35;35093;35800;48.63491, -2.078357;2019-01-17;2019-07-26;;;;;2019-07-26;2019-07-26;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6415353/_1.jpg;formation PSC 1;ASCE;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/dinard-35093/agenda/formation-aux-gestes-de-premiers-secours-psc1_6415353;;;Français;fr_FR;;;;
6415349;Formation, vie scolaire, concours;32;35/Dinard;Association des secouristes de la Côte d'Emeraude;Association;295816;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Formation aux gestes de premiers secours PSC1;Organisateur : Association des secouristes de la Côte d'Émeraude.;Venez apprendre les gestes qui sauvent. Durée de la formation, 1 journée. L'ASCE vous propose deux formations PSC1 par semaine pendant tous l'été. Choississez la journée qui vous convient, lundi, à Saint-Lunaire ou vendredi, à Dinard, à l'ENS. Autres dates, secourisme35.com. À partir de 10 ans.;Vendredi 19 juillet, 8h45 à 12h et 13h30 à 17h, à l'École nationale de sauvetage, plage du Port-Blanc, Dinard. Payant. Contact et réservation : 02 99 46 27 63, asce@wanadoo.fr;Dinard;35;35093;35800;48.63491, -2.078357;2019-01-17;2019-07-19;;;;;2019-07-19;2019-07-19;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6415349/_1.jpg;formation PSC 1;ASCE;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/dinard-35093/agenda/formation-aux-gestes-de-premiers-secours-psc1_6415349;;;Français;fr_FR;;;;
6414837;Repas, soirée;1;35/Rennes;Association A Cheval en Ille-et-Vilaine;Association;293593;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;Soirée grignotage, papotage et récits de voyage équestre;;Vous êtes cavalier randonneur novice, et souhaitez disposer d’informations pour concevoir une randonnée, ou, au contraire vous êtes un féru de l’organisation et souhaitez mettre à profit des idées de circuits...;. Vendredi 22 février, 20h, maison des sports, 13 bis, avenue de Cucillé, Rennes. Gratuit. Contact et réservation : 02 99 85 66 21, aaciv@wanadoo.fr, http://www.aaciv.com;Rennes;35;35238;35000;48.12777, -1.699615;2019-01-17;2019-02-22;;;;;2019-02-22;2019-02-22;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;;;Facebook;;;https://infolocale.ouest-france.fr/rennes-35238/agenda/soiree-grignotage-papotage-et-recits-de-voyage-equestre_6414837;;52;Français;fr_FR;;;;
6414446;Repas, soirée;1;22/Plénée-Jugon;APE Association des Parents d'Elèves;Association;391050;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;Collège Louis de Chappedelaine, repas à emporter poule au riz;;L’association des parents d’élèves organise la vente à emporter de la poule au riz.;Vendredi 25 janvier, 16h à 19h30, salle de l’Esplanade, rue de la République, Plénée-Jugon. Tarif 8 € la part. Contact et réservation : 06 87 03 80 44.;Plénée-Jugon;22;22185;22640;48.36796, -2.395646;2019-01-17;2019-01-25;;;;;2019-01-25;2019-01-25;non;oui;;;8 € la part;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plenee-jugon-22185/agenda/college-louis-de-chappedelaine-repas-a-emporter-poule-au-riz_6414446;;;Français;fr_FR;;;;
6405195;Don du sang, vaccination;34;22/Plouëc-du-Trieux;Don de sang;Association;33276;V;Pratique;Vie quotidienne;Don du sang, vaccination;Don du sang;85;Don du sang;;Après les fêtes de fin d’année, la vie reprend son rythme : notre première collecte arrive.;Vendredi 1er février, 14h30 à 19h, salle multifonctions, Plouëc-du-Trieux. Contact et réservation : 02 96 95 03 98, 06 62 77 78 47, charles.lozach@wanadoo.fr;Plouëc-du-Trieux;22;22212;22260;48.67545, -3.19139;2019-01-17;2019-02-01;;;;;2019-02-01;2019-02-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plouec-du-trieux-22212/agenda/don-du-sang_6405195;;;Français;fr_FR;;;;
6415087;Visite;27;44/Vay;département de Loire-Atlantique;Administration, service public, parapublic;32052;V;Loisir;Voir visiter;Sorties, visites (monuments, parcs, zoo,...);Sortie nature;334;Ca barbotte à Clégreuc !;;Journée mondiale des zones humides : la ligue pour la protection des oiseaux de Loire-Atlantique vous invite à contempler, cachés dans l'observatoire, les habitants à plumes de l'étang de Clégreuc. Balade en partenariat avec le Département de Loire-Atlantique.;Samedi 2 février, 9h30, étang de Clégreuc, Vay. Gratuit. Contact et réservation : 02 51 82 02 97, loire-atlantique@lpo.fr, http://loire-atlantique.lpo.fr;Vay;44;44214;44170;47.55656, -1.730488;2019-01-17;2019-02-02;;;;;2019-02-02;2019-02-02;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6415087/_1.jpg;;;;;;;;;;;;;;;;;;;Balades en nature - Département de Loire-Atlantique;;;;Balades en nature|Bibliothèques Loire-Atlantique|Petite enfance Loire-Atlantique|Parentalité Loire-Atlantique|Personnes âgées Loire-Atlantique|Sports de nature|Canal de Nantes à Brest;;;https://infolocale.ouest-france.fr/vay-44214/agenda/ca-barbotte-a-clegreuc_6415087;3;43|46|47|61|63|54|55;Français;fr_FR;;;;
6415033;Conférence;30;29/Brest;Association bretonne des amis de Saint-Jacques de Compostelle;Association;372930;V;Loisir;Voir visiter;Conférence;Conférence;150;La Bretagne et le pèlerinage à Saint-Jacques-de-Compostelle;Conférence.;Organisée par l’association des amis de Saint-Jacques-de-Compostelle en collaboration avec la médiathèque des capucins. Du moyen âge à nos jours, ces pèlerins en marche vers Compostelle. Avec Patrick Huchet, l’auteur de l’ouvrage.;Samedi 26 janvier, 15h, Médiathèque des capucins, Brest. Gratuit.;Brest;29;29019;29200;48.38991, -4.48719;2019-01-17;2019-01-26;;;;;2019-01-26;2019-01-26;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/brest-29019/agenda/la-bretagne-et-le-pelerinage-a-saint-jacques-de-compostelle_6415033;;;Français;fr_FR;;;;
6414852;Cinéma;35;49/Beaucouzé;Ville de Beaucouzé, communication;Mairie;230764;V;Loisir;Voir visiter;Cinéma;Cinéma;7;Journée découverte du Festival Premiers plans;Cinéma.;Pour découvrir les différentes facettes de l’événement : les films en compétition, les rétrospectives et les rencontres. L’occasion de vivre ce festival européen aux premières loges.;Dimanche 27 janvier, médiathèque Anita-Conti, rue du Grand-Pin, Beaucouzé. Payant. Réservation : 02 41 48 05 35.;Beaucouzé;49;49020;49070;47.47265, -0.6336958;2019-01-17;2019-01-27;;;;;2019-01-27;2019-01-27;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/beaucouze-49020/agenda/journee-decouverte-du-festival-premiers-plans_6414852;;;Français;fr_FR;;;;
6415104;Réunion, assemblée;17;35/Dol-de-Bretagne;Dol-Fablab;Association;374432;V;Pratique;Réunions formations cérémonies;Réunions, conseils, assemblées générales;Assemblée générale;100;G-Lab Dol;Assemblée générale.;Ouvert à tous.;Vendredi 1er février, 20h, G-Lab, 4, place de la Cathédrale, 1er étage, Dol-de-Bretagne.;Dol-de-Bretagne;35;35095;35120;48.55001, -1.756074;2019-01-17;2019-02-01;;;;;2019-02-01;2019-02-01;non;non;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/dol-de-bretagne-35095/agenda/g-lab-dol_6415104;;;Français;fr_FR;;;;
6415060;Jeux, concours;29;72/Aubigné-Racan;Pétanque Aubignanaise;Association;161608;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Autre;134;Concours pétanque en triplette;;Organisé par la Pétanque aubignanaise. Ouvert à tous. Limité à 38 équipes. Remise totale des engagements.;Samedi 2 février, 14h, boulodrome couvert, complexe sportif, Aubigné-Racan. Inscription avant le 2 février. Contact : 06 38 74 75 20.;Aubigné-Racan;72;72013;72800;47.68998, 0.270233;2019-01-17;2019-02-02;;;;;2019-02-02;2019-02-02;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/aubigne-racan-72013/agenda/concours-petanque-en-triplette_6415060;;;Français;fr_FR;;;;
6413572;Atelier, activité de loisirs;31;35/Pacé;médiathèque;Équipement (tourisme, culture, sport et loisir);140088;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Le stand des M;;Un rendez-vous pour tout savoir sur le site des médiathèques de Rennes Métropole. Chacun peut venir avec ses questions et en profiter pour découvrir l'une des ressources numériques proposées par le site. Au menu de cette séance : la musique en ligne.;Samedi 2 février, 11h, la médiathèque, chemin de la Métairie, Pacé. Gratuit. Contact : 02 99 85 51 10, http://www.mediatheque-pace.fr;Pacé;35;35210;35740;48.14621, -1.773705;2019-01-17;2019-02-02;;;;;2019-02-02;2019-02-02;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6413572/_1.jpg;;;;;;;;;;;;False;;;;;;;;Le stand des M;Un rendez-vous pour tout savoir sur le site des Médiathèques de Rennes Métropole. Chacun peut venir avec ses questions et en profiter pour découvrir l'une des ressources numériques proposées par le site. Au menu de cette séance : la musique en ligne.;Depuis janvier 2017, le site des Médiathèques de Rennes Métropole recense toutes les informations utiles et événementielles des médiathèques de la métropole rennaise. Il permet également aux abonnés de ces médiathèques d'accéder à un catalogue de ressources numériques étoffé (livres numériques, vidéo à la demande, presse en ligne, musique indépendante, autoformation.).   Avec «le stand des M», nous vous proposons un nouveau rendez-vous dédié à ce site : venez avec vos questions et profitez-en pour découvrir l'une de ces ressources !  Lors de cette séance, nous ferons un focus sur la musique en ligne.;Bibliothèques Rennes Métropole|Facebook;;;https://infolocale.ouest-france.fr/pace-35210/agenda/le-stand-des-m_6413572;;42|52;Français;fr_FR;;;;
6415061;Conférence;30;56/Vannes;Bretagne vivante SEPNB section du pays de Vannes;Association;64412;V;Loisir;Voir visiter;Conférence;Conférence;150;Les oiseaux dans le milieu urbain de Vannes par Bretagne vivante;Conférence.;Marine Leicher viendra commenter l'étude commandée par la ville de Vannes sur les goélands nicheurs en ville (recensement 2018, gestion 2019). Jean David donnera les derniers conseils pour réaliser les sciences participatives «Comptez les oiseaux dans votre jardin» les 26 et 27 janvier.;Mercredi 23 janvier, 20h30, maison des associations, rue Guillaume-Le-Bartz, Vannes. Gratuit. Contact : 02 97 66 92 76.;Vannes;56;56260;56000;47.64561, -2.778425;2019-01-17;2019-01-23;;;;;2019-01-23;2019-01-23;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6415061/_1.jpg;visuel des deux opérations;Bretagne Vivante;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/vannes-56260/agenda/les-oiseaux-dans-le-milieu-urbain-de-vannes-par-bretagne-vivante_6415061;;;Français;fr_FR;;;;
6393540;Conférence;30;35/Rennes;Université du temps libre du pays de Rennes;Association;51309;V;Loisir;Voir visiter;Conférence;Conférence;150;Qu’est-ce qu’une métropole ?;Conférence.;Animée par Thomas Frinault, maître de conférences en sciences politiques. Réservée aux adhérents de l’UTL.;Mercredi 6 février, 14h30, maison des associations, 6, cours des Alliés, Rennes. Contact : 02 99 35 04 24, http://www.utl-rennes.net;Rennes;35;35238;35000;48.10493, -1.676307;2019-01-17;2019-02-06;;;;;2019-02-06;2019-02-06;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0102/6393540/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;Facebook;;;https://infolocale.ouest-france.fr/rennes-35238/agenda/quest-ce-quune-metropole_6393540;;52;Français;fr_FR;;;;
6412287;Randonnée;14;35/Chanteloup;Marche avec les loups;Association;141642;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Randonnée pédestre;;Organisée par Marche-avec-les-loups. Départ à 13 h 30 pour le Theil- de-Bretagne, le château de la Rigaudière, 10 km.;Dimanche 24 février, 13h15, salle multifonctions, Chanteloup. Tarif adhésion annuelle 18 € (de septembre à juin), 2 € à la journée. Contact : 02 99 44 03 74.;Chanteloup;35;35054;35150;47.96694, -1.61599;2019-01-17;2019-02-24;;;;;2019-02-24;2019-02-24;non;oui;;;adhésion annuelle 18 € (de septembre à juin), 2 € à la journée;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chanteloup-35054/agenda/randonnee-pedestre_6412287;;;Français;fr_FR;;;;
6411997;Randonnée;14;44/Saint-Brevin-les-Pins;Les pieds futés;Association;72125;V;Loisir;Loisirs et sports;Sport;Randonnée pédestre;112;Les pieds futés;Randonnée pédestre.;Samedi, marche nordique, départ 9 h 30 La Plaine sur Mer.;Samedi 2 février, Saint-Brevin-les-Pins. Contact : 07 67 75 84 00, piedsfutes@gmail.com, http://www.lespiedsfutes.com;Saint-Brevin-les-Pins;44;44154;44250;47.24747, -2.169755;2019-01-17;2019-02-02;;;;;2019-02-02;2019-02-02;non;non;;;;;;;;;;;;;;;;;Visuel;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-brevin-les-pins-44154/agenda/les-pieds-futes_6411997;;;Français;fr_FR;;;;
6415035;Religion;50;14/May-sur-Orne;Paroisse Sainte-Marie-des-Fontaines;Institution religieuse;79268;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Messe en l’église de Rocquancourt.;Dimanche 20 janvier, 10h30, May-sur-Orne.;May-sur-Orne;14;14408;14320;49.1011, -0.374753;2019-01-17;2019-01-20;;;;;2019-01-20;2019-01-20;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/may-sur-orne-14408/agenda/messe_6415035;;;Français;fr_FR;;;;
6415042;Religion;50;14/May-sur-Orne;Paroisse Sainte-Marie-des-Fontaines;Institution religieuse;79268;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Église de Mutrécy.;Dimanche 27 janvier, 10h30, May-sur-Orne.;May-sur-Orne;14;14408;14320;49.1011, -0.374753;2019-01-17;2019-01-27;;;;;2019-01-27;2019-01-27;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/may-sur-orne-14408/agenda/messe_6415042;;;Français;fr_FR;;;;
6415021;Religion;50;14/Saint-Martin-de-Fontenay;Paroisse Sainte-Marie-des-Fontaines;Institution religieuse;79268;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;Samedi 19 janvier, 18h, église, Saint-Martin-de-Fontenay.;;;Saint-Martin-de-Fontenay;14;14623;14320;49.11741, -0.37046;2019-01-17;2019-01-19;;;;;2019-01-19;2019-01-19;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-martin-de-fontenay-14623/agenda/messe_6415021;;;Français;fr_FR;;;;
6415037;Religion;50;14/Castine-en-Plaine;Paroisse Sainte-Marie-des-Fontaines;Institution religieuse;79268;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;Dimanche 20 janvier, 10h30, Rocquancourt, Castine-en-Plaine.;;;Castine-en-Plaine;14;14538;14540;49.09464, -0.3239525;2019-01-17;2019-01-20;;;;;2019-01-20;2019-01-20;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/castine-en-plaine-14538/agenda/messe_6415037;;;Français;fr_FR;;;;
6413057;Concert;15;35/Les Portes-du-Coglais;Couesnon Marches de Bretagne;Administration, service public, parapublic;356773;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Musiques traditionnelles;166;Outside Duo;Musiques traditionnelles.;Après le succès de leur spectacle, les deux showmen présentent «Syaj». Des chansons fraternelles et sensibles, des compositions qui fusent avec cette belle énergie, généreuse et électrique qu'on leur connaît, entre vibration du texte et rythme de la musique.;Dimanche 3 février, 15h, Centre culturel du Coglais, Montours, Les Portes-du-Coglais. Tarif 5€, autre : Gratuit moins de 18 ans. Contact et réservation : 02 99 97 17 07, contact@couesnon-marchesdebretagne.fr, http://www.couesnon-mb.fr;Les Portes-du-Coglais;35;35191;35460;48.44236, -1.30924;2019-01-17;2019-02-03;;;;;2019-02-03;2019-02-03;non;oui;5.0;;Gratuit moins de 18 ans;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6413057/_1.jpg;Outside Duo;Bernard Benan;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-portes-du-coglais-35191/agenda/outside-duo_6413057;;;Français;fr_FR;;;;
6413095;Concert;15;35/Les Portes-du-Coglais;Couesnon Marches de Bretagne;Administration, service public, parapublic;356773;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Autre;168;ToiMoiNous;;À travers 5 courts-métrages d'animation couleur, Pierre Payan et Eric Philippon animent en musique et bruitages ces belles histoires qui abordent les thèmes de l'enfance, la solidarité, le partage, le rapport au monde, l'amitié. Atelier bruitages après le spectacle de 15 h. Dès 4 ans.;Mercredi 13 février, 10h30 et 15h, centre culturel du Coglais, Montours, Les Portes-du-Coglais. Tarif 4€. Contact et réservation : 02 99 97 17 07, contact@couesnon-marchesdebretagne.fr, http://www.couesnon-mb.fr;Les Portes-du-Coglais;35;35191;35460;48.44236, -1.30924;2019-01-17;2019-02-13;;;;;2019-02-13;2019-02-13;non;oui;4.0;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0116/6413095/_1.jpg;ToiMoiNous;Natalia Chernysheva -Folimage;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-portes-du-coglais-35191/agenda/toimoinous_6413095;;;Français;fr_FR;;;;
6414881;Horaire, permanence;7;49/Ombrée-d'Anjou;Soliha 49;Association;347153;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Soliha 49, aides à l’amélioration de l’habitat;Permanence.;"Conseils gratuits ; informations sur travaux ; aides financières ; Anah ; démarches administratives ; projets d’investissements sur les communes d’Ombrée-d’Anjou, Carbay, Bouillé-Ménard, Armaillé, Bourg-l’Évêque. Sans rendez-vous.";Mercredi 23 janvier, 9h à 12h, maison du projet, 3, rue de la Libération, Pouancé, Ombrée-d'Anjou. Contact : 02 41 26 99 35, habitat-pouanceen@soliha.fr;Ombrée-d'Anjou;49;49248;49420;47.74015, -1.17689;2019-01-17;2019-01-23;;;;;2019-01-23;2019-01-23;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0117/6414881/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ombree-danjou-49248/agenda/soliha-49-aides-a-lamelioration-de-lhabitat_6414881;;;Français;fr_FR;;;;
